147.273555;109.908429;69.409506
148.091088;110.791743;70.459253
149.415583;112.560172;71.688805
149.774379;113.423614;72.494444
149.211170;112.922478;72.095667
147.606607;111.093096;71.342475
145.865529;109.424270;70.024526
144.481316;108.202449;69.113713
143.823429;107.692228;68.975931
143.914210;107.911765;68.698159
144.574808;108.827051;69.461488
145.286094;109.700675;69.254176
145.775301;110.120166;69.472857
145.885648;110.218149;69.562426
145.869475;110.185712;69.552023
146.062697;110.268323;69.926957
145.289659;109.755564;69.327798
145.961760;110.218245;69.977431
145.302146;109.645918;69.426026
145.299108;109.635888;69.403549
145.803092;110.049969;69.745505
145.901901;110.107946;69.698045
145.596671;109.892608;69.677784
145.527582;109.774006;69.433858
145.477334;109.720429;69.541940
145.516794;109.782569;69.608277
145.867927;110.160988;69.679709
146.173360;110.376855;69.782446
145.642989;109.845638;69.390199
145.692600;109.874211;69.495918
145.841971;110.075190;69.616632
146.176648;110.337049;69.823330
146.097434;110.365678;70.007296
146.373777;110.513973;69.831273
146.260841;110.535950;70.014783
146.509427;110.709810;69.858392
146.070864;110.388153;69.718419
145.914750;110.260773;69.636748
146.119674;110.439255;69.773183
146.152124;110.603986;70.082850
146.374439;110.722111;69.915666
146.316468;110.687321;70.020694
146.087489;110.597180;69.793740
146.184483;110.674861;69.826716
146.283590;110.641057;69.873784
145.821514;110.266389;69.613634
146.300365;110.590281;69.947840
146.442540;110.732213;69.859703
147.290175;111.396548;70.548669
147.303879;111.414861;70.595838
146.866375;110.957458;70.022915
146.723795;110.843892;70.033054
146.819351;110.982748;69.937838
146.966861;111.169684;70.565068
146.656387;110.865901;70.081235
146.650860;110.876630;70.067579
146.376311;110.642625;69.924378
146.187116;110.402557;69.763118
146.432860;110.653773;69.985952
146.454366;110.694415;69.891093
147.318179;111.357004;70.617547
147.364083;111.380504;70.579808
147.366906;111.380190;70.199497
147.508532;111.503359;70.362346
147.163643;111.315011;70.151310
147.634390;111.792277;70.659877
147.025590;111.164083;69.934205
147.099205;111.152841;69.951250
147.355427;111.500604;70.464397
146.746615;110.938104;69.751429
147.188317;111.397365;70.381970
146.940457;111.223147;70.117017
147.515791;111.653289;70.665261
147.344959;111.537471;70.565025
147.014567;111.253518;70.185774
147.697082;111.796716;70.746042
147.396866;111.530896;70.273916
147.633918;111.651261;70.496906
147.345576;111.398793;70.244134
147.318072;111.352645;70.195980
147.383153;111.384354;70.354667
147.452596;111.409651;70.210665
147.358130;111.449714;70.496173
147.343310;111.338656;70.289176
147.539222;111.578253;70.673289
147.628533;111.615822;70.741801
147.674753;111.679410;70.433913
148.115680;112.067228;70.879056
147.769714;111.729429;70.436385
147.637069;111.706642;70.513273
147.907283;112.004687;70.581953
147.713689;111.867495;70.479654
147.589186;111.753701;70.671225
147.636211;111.734663;70.541440
147.809382;111.899049;70.847194
147.560946;111.714211;70.503406
147.766341;111.912258;70.897078
147.760851;111.865958;70.896064
147.097049;111.244430;70.238986
147.562753;111.582964;70.613335
147.350173;111.480802;70.317134
147.742605;111.688761;70.683899
147.369052;111.309677;70.359530
147.370577;111.346738;70.333850
147.712523;111.676983;70.714746
147.687478;111.576384;70.378148
147.910358;111.796700;70.767295
147.530430;111.527047;70.282874
148.086453;112.037722;70.882146
147.989236;111.910281;70.835659
148.156640;112.049460;70.590905
147.650298;111.661304;70.719981
147.413966;111.572554;70.237759
147.265310;111.411857;70.363471
147.175776;111.313324;70.221465
147.315624;111.462729;70.278697
147.632179;111.811166;70.610598
147.365564;111.511473;70.293813
147.773296;111.789746;70.803944
147.520526;111.571777;70.466497
147.889833;111.878941;70.788204
147.875708;111.885269;70.827143
147.103704;111.265851;70.220758
147.134383;111.206785;70.271975
147.150629;111.188755;70.106139
147.209522;111.118905;70.462217
147.299070;111.279952;70.242142
147.223911;111.199419;70.178983
147.455632;111.441858;70.490396
147.514219;111.461080;70.280498
147.604151;111.515440;70.582912
147.507543;111.443115;70.218739
147.836645;111.742681;70.667129
147.834573;111.775636;70.697964
147.370916;111.319340;70.277411
147.568235;111.427738;70.532593
147.421496;111.318742;70.291891
147.488415;111.464257;70.599405
147.460504;111.464247;70.330910
147.522371;111.534551;70.379661
147.900828;111.835439;70.740312
147.388424;111.539847;70.237067
147.189327;111.382199;70.240177
147.181773;111.269142;70.014370
147.580768;111.640625;70.542494
147.470912;111.545539;70.490216
147.247220;111.291606;70.165931
147.447845;111.375097;70.482140
146.964750;111.031567;70.015460
147.394850;111.291443;70.512948
147.179515;111.210546;70.107519
147.146881;111.185936;70.067603
147.513743;111.539086;70.652421
147.031403;111.065699;70.015179
147.786911;111.779705;70.585345
147.345210;111.334399;70.241555
147.373409;111.451636;70.521884
147.265250;111.349321;70.462675
147.269139;111.263239;70.128219
147.571013;111.636489;70.610038
147.178804;111.240703;70.091091
147.443070;111.479702;70.484389
147.116921;111.170775;69.962876
147.148391;111.157175;69.962266
147.075324;111.206319;70.242627
146.696977;110.917676;69.827082
146.959215;111.159157;70.214637
146.763600;110.968337;69.847710
146.985234;111.122064;70.328707
146.859591;110.991711;70.210172
146.553857;110.807545;69.797999
146.200341;110.476344;69.754176
146.568787;110.761827;69.747130
146.732638;110.848992;70.048625
146.568072;110.735444;69.662532
146.870217;111.021030;69.899868
146.789954;110.905945;70.077689
146.551447;110.669513;69.670763
147.009304;111.132143;70.146418
146.659222;110.838970;69.610896
147.063488;111.244867;70.115701
147.048665;111.260131;70.165210
146.712600;110.967553;69.771281
146.787965;110.997398;69.919930
146.572109;110.873662;69.833573
146.691156;111.121444;70.115244
146.549858;110.951615;69.798879
146.534415;110.906092;69.769094
146.519059;110.929806;70.072630
146.563979;110.867372;69.609282
147.038202;111.232560;70.166823
147.265572;111.276342;69.922993
147.245678;111.229299;70.059922
147.166224;111.185000;70.042711
147.039943;111.166301;69.915135
147.010186;111.153375;70.263902
146.740668;110.928025;69.750737
146.818659;111.001410;70.072129
146.302894;110.653338;69.542137
146.478451;110.778686;69.614164
146.576081;110.857569;69.783485
146.447491;110.681143;69.547655
146.500696;110.827659;70.006022
146.219291;110.513834;69.451581
146.788020;111.019704;70.118819
146.696380;110.977015;70.081457
146.397721;110.709147;69.567459
146.869185;111.126394;70.096436
146.588179;110.789822;69.531521
146.217195;110.505695;69.588014
146.314157;110.561591;69.514002
146.321775;110.593308;69.564286
146.554799;110.823608;70.225123
146.070130;110.376810;69.667338
145.846162;110.209098;69.646943
145.860658;110.275115;69.518847
145.538362;110.073730;69.405785
145.357469;109.905954;69.303712
145.846150;110.322544;69.460973
145.331637;109.875500;69.221672
145.285676;109.808139;69.171415
146.235643;110.584352;69.876430
145.838839;110.256259;69.391773
146.062275;110.449613;69.565829
146.074352;110.663410;69.990608
145.559465;110.145640;69.402994
145.633944;110.311506;69.548164
145.123139;109.697863;69.006147
145.266617;109.971789;69.373938
145.311819;110.006017;69.379546
145.330411;109.940009;69.224591
145.687783;110.263204;69.639626
145.351909;109.903261;69.295557
145.991249;110.566192;69.890425
145.753491;110.376192;69.440056
145.467707;110.072644;69.259337
145.114437;109.832818;69.265613
145.207822;109.873937;69.227437
145.949107;110.472462;69.762736
145.587522;110.128505;69.448785
145.432851;110.023481;69.562148
145.201589;109.881879;69.476878
145.151675;109.828014;69.189046
144.961957;109.680307;69.311841
144.842691;109.583701;69.085338
145.357391;110.049252;69.605827
145.042678;109.799264;69.117820
144.995480;109.762474;69.152892
144.911773;109.705986;69.121348
145.563735;110.136904;69.295041
146.043275;110.630079;69.710750
145.697429;110.248738;69.348436
145.589994;110.094043;69.429724
145.576427;110.104092;69.425231
145.655515;110.149238;69.390667
145.252458;109.839440;69.398875
145.350526;109.852030;69.366297
145.035552;109.671047;69.403096
145.427398;109.904207;69.381978
145.402394;109.879241;69.392786
145.489516;109.956492;69.398075
145.398081;109.874375;69.353084
145.290105;109.826782;69.331421
145.242472;109.763115;69.169550
144.829002;109.571598;69.143588
144.946428;109.667343;69.194734
145.132746;109.751478;69.118898
144.966369;109.611222;69.200590
145.241319;109.845433;69.210072
145.093407;109.756170;69.444546
145.181556;109.809595;69.149740
144.918771;109.594828;69.016401
144.910240;109.648508;69.070723
145.241768;109.793840;69.166178
144.902484;109.553738;69.130184
145.000743;109.563863;68.940324
144.776529;109.516281;69.031914
144.498079;109.300640;68.899620
144.830516;109.507308;68.742209
144.828944;109.586171;68.967442
144.979113;109.721343;68.936852
144.789169;109.528744;68.874326
144.697877;109.383132;68.949514
144.828151;109.501413;69.003598
145.467586;110.039812;69.643859
145.098936;109.636348;69.093251
145.357110;109.796127;69.295668
145.143807;109.581994;69.079621
145.098364;109.610331;69.224906
145.037660;109.570367;69.139303
145.050646;109.652700;68.955469
144.882622;109.489972;68.941680
145.135518;109.755172;69.013243
145.284636;109.904877;69.183526
145.116766;109.801804;69.005050
145.341446;109.963985;69.110431
145.240336;109.795387;69.248483
145.229797;109.824196;69.042789
145.640903;110.204006;69.597836
145.225293;109.919534;69.258041
145.395067;110.011662;69.420825
145.288853;109.953515;69.429426
145.295024;110.010931;69.361641
145.556009;110.167789;69.466809
145.815898;110.346400;69.471948
145.742362;110.290087;69.387512
145.487652;110.069151;69.100820
145.505564;110.054842;69.063568
144.936043;109.605046;68.955966
145.568015;110.112664;69.186189
145.585748;110.087794;69.309378
145.677617;110.191729;69.360151
145.630412;110.209741;69.347460
145.512294;110.099545;69.225321
145.567888;110.153591;69.180960
145.687200;110.357959;69.379039
145.883328;110.433710;69.362741
145.428440;110.067509;69.240486
145.911322;110.511911;69.374338
145.794774;110.419698;69.314886
145.609178;110.207111;69.248159
145.663315;110.303763;69.296282
145.649909;110.303205;69.515821
145.750470;110.356210;69.352414
145.715346;110.251557;69.377406
145.625074;110.176112;69.407698
145.994814;110.487787;69.376532
145.975853;110.491749;69.644174
